user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,lifetime_paid_months,engagement_band,tenure_days
U000398,2025-06-23,3,regular,web,search,2026-01-29,7,high,221
U000399,2025-07-14,3,regular,mobile,search,2026-01-30,6,high,200
U000400,2025-07-21,3,regular,web,organic,2025-11-24,4,high,193
U000401,2026-01-10,2,value,mobile,search,2026-01-15,1,low,20
U000402,2025-11-16,2,regular,mobile,search,2026-01-30,2,medium,75
U000403,2025-07-24,2,regular,mobile,search,2026-01-29,6,high,190
U000404,2026-01-03,1,regular,web,email,2026-01-25,0,low,27
U000405,2025-09-07,3,regular,web,search,2026-01-30,3,high,145
U000406,2025-09-07,2,value,web,email,2025-12-07,3,low,145
U000407,2025-08-21,1,premium,mobile,search,2025-12-16,4,high,162
U000408,2025-06-10,3,value,mobile,organic,2026-01-28,7,medium,234
U000409,2025-12-25,2,regular,mobile,organic,2026-01-29,1,low,36
U000410,2025-05-08,1,value,web,search,2025-12-25,8,medium,267
U000411,2025-06-17,1,regular,web,organic,2026-01-30,7,high,227
U000412,2025-07-01,2,value,mobile,referral,2026-01-28,7,medium,213
U000413,2025-07-14,3,premium,web,paid_social,2025-11-15,4,high,200
U000414,2025-06-07,1,regular,mobile,search,2026-01-30,7,high,237
U000415,2025-05-09,3,regular,web,search,2026-01-30,8,high,266
U000416,2025-10-22,3,value,mobile,search,2026-01-27,3,low,100
U000417,2026-01-03,3,value,mobile,paid_social,2026-01-30,1,low,27
U000418,2025-06-04,1,regular,web,organic,2026-01-26,6,high,240
U000419,2025-07-18,1,regular,web,organic,2026-01-28,6,high,196
U000420,2025-09-09,3,regular,mobile,organic,2025-12-13,3,medium,143
U000421,2025-12-23,2,premium,web,organic,2026-01-30,1,medium,38
U000422,2025-10-26,2,regular,web,paid_social,2026-01-30,3,high,96
U000423,2025-11-13,3,premium,web,organic,2026-01-30,2,high,78
U000424,2025-09-27,1,value,web,organic,2025-11-27,1,low,125
U000425,2025-08-17,3,regular,mobile,email,2026-01-29,5,high,166
U000426,2025-06-24,3,regular,web,email,2026-01-28,7,high,220
U000427,2025-12-07,2,regular,web,search,2026-01-28,1,medium,54
U000428,2025-11-22,2,premium,mobile,search,2026-01-29,2,medium,69
U000429,2025-05-11,3,regular,web,paid_social,2026-01-30,8,high,264
U000430,2025-10-31,2,premium,web,organic,2026-01-30,2,high,91
U000431,2025-05-26,2,regular,mobile,search,2026-01-30,8,high,249
U000432,2025-11-06,3,value,mobile,organic,2026-01-26,2,low,85
U000433,2025-11-28,2,regular,mobile,search,2026-01-29,2,low,63
U000434,2025-06-06,2,regular,mobile,email,2026-01-27,7,high,238
U000435,2025-08-21,1,premium,web,paid_social,2026-01-25,5,high,162
U000436,2025-06-05,1,regular,web,email,2026-01-30,5,high,239
U000437,2025-09-24,2,value,mobile,paid_social,2026-01-29,3,low,128
U000438,2025-12-23,2,value,mobile,paid_social,2026-01-30,0,low,38
U000439,2025-05-25,2,value,mobile,paid_social,2026-01-28,8,high,250
U000440,2025-08-12,2,regular,web,paid_social,2026-01-30,5,high,171
U000441,2026-01-04,3,value,web,search,2026-01-30,0,low,26
U000442,2025-07-19,3,regular,web,organic,2026-01-29,5,high,195
U000443,2025-06-07,1,regular,mobile,search,2026-01-30,6,high,237
U000444,2025-09-04,2,regular,mobile,organic,2026-01-29,4,medium,148
U000445,2025-09-09,2,value,web,search,2026-01-28,3,medium,143
U000446,2025-10-18,2,regular,web,organic,2026-01-30,3,medium,104
U000447,2025-07-22,1,value,web,search,2026-01-30,6,medium,192
U000448,2025-12-30,3,premium,web,organic,2026-01-28,1,medium,31
U000449,2025-09-12,3,value,mobile,organic,2026-01-30,4,medium,140
U000450,2025-07-15,2,value,mobile,search,2025-09-14,1,low,199
U000451,2026-01-01,3,value,web,organic,2026-01-30,1,low,29
U000452,2025-12-23,3,regular,mobile,email,2026-01-27,1,low,38
U000453,2025-09-07,2,value,mobile,search,2026-01-29,4,medium,145
U000454,2025-05-11,2,regular,web,search,2026-01-30,7,high,264
U000455,2025-10-01,2,regular,web,organic,2026-01-28,2,medium,121
U000456,2025-09-21,3,regular,web,referral,2026-01-21,3,medium,131
U000457,2025-06-11,1,value,web,paid_social,2025-11-06,5,low,233
U000458,2025-10-11,2,value,web,search,2026-01-30,3,medium,111
U000459,2025-12-02,3,regular,mobile,organic,2026-01-30,1,medium,59
U000460,2025-05-31,2,value,web,paid_social,2026-01-28,8,medium,244
U000461,2025-11-02,3,regular,web,email,2026-01-29,2,medium,89
U000462,2025-06-09,2,value,mobile,search,2026-01-27,7,medium,235
U000463,2025-11-08,3,regular,web,organic,2026-01-28,2,medium,83
U000464,2025-08-18,3,value,mobile,organic,2026-01-10,3,medium,165
U000465,2025-05-06,2,regular,mobile,organic,2026-01-30,8,high,269
U000466,2026-01-02,3,value,mobile,paid_social,2026-01-25,1,low,28
U000467,2025-06-15,2,regular,mobile,email,2026-01-30,7,high,229
U000468,2025-10-01,2,value,mobile,email,2025-10-26,1,low,121
U000469,2025-06-19,2,premium,mobile,referral,2026-01-30,7,high,225
U000470,2025-12-25,3,regular,web,organic,2026-01-30,1,low,36
U000471,2025-11-06,1,value,web,email,2026-01-30,2,low,85
U000472,2025-11-22,1,value,web,organic,2026-01-30,2,low,69
U000473,2025-08-21,2,value,web,organic,2026-01-26,5,low,162
U000474,2025-08-30,2,value,web,paid_social,2026-01-26,4,medium,153
U000475,2025-10-11,2,value,web,organic,2026-01-29,3,low,111
U000476,2025-11-17,1,premium,web,referral,2026-01-30,2,high,74
U000477,2025-12-03,2,regular,web,email,2025-12-28,1,low,58
U000478,2025-05-09,3,value,web,paid_social,2025-11-26,7,medium,266
U000479,2025-10-18,1,regular,mobile,referral,2026-01-29,2,medium,104
U000480,2025-06-01,2,value,mobile,search,2026-01-26,7,medium,243
U000481,2025-07-16,3,premium,mobile,organic,2025-09-20,2,medium,198
U000482,2025-11-29,1,value,web,referral,2026-01-02,0,low,62
U000483,2025-07-06,2,regular,mobile,paid_social,2026-01-30,5,high,208
U000484,2025-11-21,2,regular,mobile,email,2025-12-17,0,low,70
U000485,2025-08-29,3,value,web,organic,2026-01-28,4,medium,154
U000486,2025-07-02,2,value,mobile,organic,2026-01-30,6,medium,212
U000487,2025-07-27,3,regular,web,search,2026-01-30,6,high,187
U000488,2025-09-15,1,premium,mobile,paid_social,2026-01-30,3,high,137
U000489,2025-11-13,2,regular,mobile,referral,2026-01-09,2,low,78
U000490,2025-10-04,3,regular,web,email,2026-01-30,3,high,118
U000491,2025-12-25,1,regular,mobile,organic,2026-01-30,1,low,36
U000492,2025-12-08,1,regular,web,search,2026-01-28,1,medium,53
U000493,2025-11-10,1,regular,web,organic,2026-01-29,2,medium,81
U000494,2025-10-03,3,regular,web,organic,2026-01-29,3,medium,119
U000495,2025-07-16,2,regular,web,search,2026-01-30,6,high,198
U000496,2025-08-16,2,value,web,paid_social,2025-11-15,2,low,167
U000497,2025-06-03,2,premium,nan,search,2025-10-03,4,high,241
U000498,2025-08-06,2,value,web,search,2026-01-29,4,medium,177
U000499,2025-12-23,2,value,web,paid_social,2026-01-16,1,low,38
U000500,2025-08-19,2,regular,mobile,referral,2025-10-20,2,low,164
U000501,2025-06-02,2,value,web,organic,2025-10-31,3,low,242
U000502,2025-10-15,1,value,web,search,2026-01-18,3,low,107
U000503,2026-01-01,3,value,mobile,paid_social,2026-01-26,1,low,29
U000504,2025-12-08,3,regular,mobile,paid_social,2026-01-04,1,low,53
U000505,2025-07-12,2,regular,web,referral,2026-01-30,6,high,202
U000506,2025-08-26,2,value,web,organic,2026-01-28,4,medium,157
U000507,2025-09-15,1,value,mobile,search,2026-01-30,4,medium,137
U000508,2025-07-06,3,regular,mobile,email,2026-01-30,6,high,208
U000509,2025-07-11,3,premium,web,search,2026-01-30,6,high,203
U000510,2025-07-03,3,value,web,search,2025-09-03,2,low,211
U000511,2026-01-09,2,premium,web,email,2026-01-30,1,low,21
U000512,2025-11-08,1,premium,mobile,organic,2026-01-30,2,medium,83
U000513,2025-12-02,1,value,mobile,paid_social,2026-01-25,1,low,59
U000514,2025-11-25,1,regular,mobile,referral,2026-01-29,1,medium,66
U000515,2025-12-31,1,regular,web,organic,2026-01-27,1,low,30
U000516,2025-05-31,1,regular,mobile,paid_social,2026-01-30,8,high,244
U000517,2025-12-12,3,regular,mobile,search,2026-01-08,1,low,49
U000518,2025-05-21,1,regular,web,referral,2026-01-30,6,high,254
U000519,2025-09-01,1,regular,mobile,email,2026-01-30,4,high,151
U000520,2025-10-01,3,regular,web,referral,2026-01-28,3,medium,121
U000521,2025-08-02,2,premium,web,organic,2026-01-30,5,high,181
U000522,2025-06-10,3,regular,mobile,paid_social,2026-01-30,7,high,234
U000523,2025-06-22,2,regular,web,email,2026-01-30,7,high,222
U000524,2025-11-27,3,premium,mobile,paid_social,2025-12-22,0,low,64
U000525,2025-07-23,2,value,web,paid_social,2025-09-19,1,low,191
U000526,2025-07-21,2,value,web,organic,2026-01-29,6,medium,193
U000527,2025-12-22,2,regular,web,referral,2026-01-26,1,low,39
U000528,2025-06-10,2,premium,web,organic,2026-01-29,7,high,234
U000529,2025-12-20,2,value,web,organic,2026-01-17,0,low,41
U000530,2025-12-22,2,regular,mobile,email,2026-01-30,1,low,39
U000531,2025-10-02,1,value,web,email,2026-01-28,4,medium,120
U000532,2025-06-15,3,value,web,email,2026-01-30,7,medium,229
U000533,2025-06-13,2,regular,mobile,search,2025-10-07,4,medium,231
U000534,2025-07-15,1,value,web,organic,2026-01-29,6,medium,199
U000535,2025-09-26,1,premium,mobile,search,2026-01-30,3,high,126
U000536,2025-06-12,3,value,web,organic,2026-01-27,7,medium,232
U000537,2025-08-27,2,premium,web,referral,2026-01-30,5,high,156
U000538,2025-06-02,2,value,mobile,search,2026-01-28,8,medium,242
U000539,2025-09-17,3,premium,mobile,search,2026-01-30,4,high,135
U000540,2025-05-10,1,regular,mobile,organic,2026-01-30,8,high,265
U000541,2025-10-29,3,value,web,search,2026-01-30,3,low,93
U000542,2025-05-18,2,value,web,referral,2026-01-27,6,medium,257
U000543,2025-06-22,1,value,mobile,paid_social,2026-01-29,7,medium,222
U000544,2025-06-17,2,regular,mobile,organic,2026-01-29,7,high,227
U000545,2025-11-29,3,regular,mobile,organic,2026-01-22,2,medium,62
U000546,2025-05-18,2,regular,mobile,search,2026-01-30,7,high,257
U000547,2025-08-20,2,regular,mobile,organic,2026-01-30,5,high,163
U000548,2025-09-30,2,regular,web,email,2026-01-30,3,medium,122
U000549,2025-09-11,2,regular,mobile,paid_social,2025-10-14,0,low,141
U000550,2025-10-22,2,regular,web,organic,2026-01-30,3,high,100
U000551,2025-11-22,2,regular,web,referral,2026-01-30,2,medium,69
U000552,2025-08-11,2,regular,mobile,search,2026-01-30,5,high,172
U000553,2025-11-28,1,premium,web,organic,2026-01-30,1,medium,63
U000554,2025-07-23,2,value,web,search,2025-10-18,2,low,191
U000555,2026-01-07,2,value,mobile,organic,2026-01-23,1,low,23
U000556,2025-09-08,2,value,mobile,search,2026-01-30,4,medium,144
U000557,2025-11-05,1,regular,web,referral,2026-01-30,2,medium,86
U000558,2025-12-10,2,value,mobile,email,2026-01-09,0,low,51
U000559,2025-11-19,2,premium,web,search,2026-01-21,2,medium,72
U000560,2025-12-04,1,regular,mobile,paid_social,2026-01-30,1,medium,57
U000561,2025-09-16,1,regular,web,organic,2026-01-28,4,high,136
U000562,2025-05-15,2,regular,web,search,2026-01-29,8,high,260
U000563,2025-09-05,2,value,web,organic,2026-01-29,4,medium,147
U000564,2025-06-19,1,regular,web,search,2026-01-28,7,high,225
U000565,2025-12-14,3,value,web,organic,2026-01-17,1,low,47
U000566,2025-07-03,2,regular,web,email,2026-01-30,7,high,211
U000567,2025-07-01,3,premium,mobile,referral,2025-08-05,1,low,213
U000568,2025-07-06,2,regular,web,organic,2026-01-30,6,high,208
U000569,2025-10-13,2,premium,web,paid_social,2026-01-26,3,high,109
U000570,2025-09-25,2,regular,mobile,organic,2026-01-28,4,high,127
U000571,2025-12-29,3,regular,nan,paid_social,2026-01-22,1,low,32
U000572,2025-08-17,2,regular,mobile,organic,2026-01-30,4,high,166
U000573,2025-07-14,2,regular,web,organic,2025-09-15,2,low,200
U000574,2025-05-17,2,value,web,paid_social,2026-01-29,8,medium,258
U000575,2025-05-06,2,value,mobile,search,2026-01-29,7,medium,269
U000576,2025-08-06,1,regular,mobile,search,2026-01-30,5,high,177
U000577,2025-12-23,2,value,web,search,2026-01-29,1,low,38
U000578,2025-09-13,2,regular,mobile,organic,2026-01-30,4,high,139
U000579,2025-12-15,3,regular,mobile,organic,2026-01-30,1,low,46
U000580,2025-05-30,2,premium,mobile,paid_social,2026-01-29,7,high,245
U000581,2025-05-28,2,value,web,paid_social,2025-12-15,6,medium,247
U000582,2025-11-30,3,premium,mobile,organic,2026-01-28,1,medium,61
U000583,2025-05-31,2,value,web,search,2026-01-26,8,medium,244
U000584,2025-05-18,1,regular,mobile,paid_social,,1,low,257
U000585,2025-08-14,1,regular,web,paid_social,2026-01-26,5,high,169
U000586,2025-12-23,1,value,web,referral,2026-01-20,1,low,38
U000587,2025-10-25,1,value,web,search,2026-01-30,2,low,97
U000588,2025-05-29,2,value,mobile,search,2025-11-26,5,medium,246
U000589,2025-12-01,3,regular,mobile,search,2026-01-05,0,low,60
U000590,2025-12-02,2,regular,mobile,organic,2026-01-30,1,medium,59
U000591,2025-11-21,1,value,mobile,organic,2026-01-21,2,low,70
U000592,2025-12-17,2,value,mobile,organic,2026-01-28,1,low,44
U000593,2025-07-04,1,regular,mobile,referral,2026-01-30,6,high,210
U000594,2026-01-05,3,value,web,organic,2026-01-24,1,low,25
U000595,2025-07-24,1,regular,mobile,paid_social,2026-01-28,6,high,190
U000596,2025-11-22,2,premium,nan,search,2026-01-30,2,high,69
U000597,2025-09-27,2,regular,web,search,2025-12-03,1,medium,125
U000598,2025-11-16,2,premium,web,referral,2026-01-30,2,high,75
U000599,2025-10-09,2,regular,web,paid_social,2026-01-02,2,medium,113
U000600,2025-10-13,3,regular,mobile,organic,2026-01-28,3,high,109
U000601,2025-10-06,1,value,mobile,paid_social,2026-01-30,3,medium,116
U000602,2025-11-16,3,value,web,search,2026-01-30,2,low,75
U000603,2025-11-06,2,regular,mobile,search,2026-01-28,2,medium,85
U000604,2025-06-07,3,value,web,paid_social,2025-11-28,6,medium,237
U000605,2025-11-28,3,premium,web,paid_social,2026-01-30,1,high,63
U000606,2025-09-16,3,regular,web,organic,2026-01-28,4,high,136
U000607,2025-07-25,1,premium,web,email,2026-01-30,6,high,189
U000608,2025-09-11,2,value,web,paid_social,2026-01-27,4,medium,141
U000609,2026-01-02,2,regular,web,paid_social,2026-01-28,1,low,28
U000610,2025-12-06,2,regular,web,organic,2026-01-28,0,medium,55
U000611,2025-11-30,2,value,web,organic,2026-01-29,1,low,61
U000612,2025-08-29,3,regular,mobile,search,2025-12-27,4,medium,154
U000613,2025-11-17,3,regular,web,paid_social,2025-12-23,0,low,74
U000614,2025-08-09,2,premium,web,search,2026-01-30,5,high,174
U000615,2025-10-24,2,regular,web,paid_social,2025-12-27,2,medium,98
U000616,2025-10-12,3,value,web,organic,2026-01-11,3,low,110
U000617,2025-07-06,3,regular,web,paid_social,2025-11-07,3,medium,208
U000618,2025-07-10,1,regular,web,referral,2026-01-30,6,high,204
U000619,2025-05-20,2,value,mobile,paid_social,2026-01-15,8,medium,255
U000620,2025-06-09,3,regular,mobile,paid_social,2026-01-27,7,high,235
U000621,2025-08-21,2,value,mobile,referral,2026-01-30,5,medium,162
U000622,2025-09-01,2,value,mobile,organic,2025-12-01,3,low,151
U000623,2025-06-15,3,regular,web,paid_social,2026-01-29,7,high,229
U000624,2025-08-17,3,value,web,email,2026-01-29,5,medium,166
U000625,2025-10-03,3,regular,web,search,2026-01-30,3,high,119
U000626,2025-07-02,3,value,web,organic,2026-01-30,5,medium,212
U000627,2025-07-28,2,regular,web,email,2025-09-01,1,low,186
U000628,2025-08-05,2,value,web,organic,2025-09-09,1,low,178
U000629,2025-09-08,2,premium,mobile,organic,2026-01-30,4,high,144
U000630,2025-08-04,2,value,web,organic,2025-10-05,2,low,179
U000631,2025-11-05,2,regular,web,search,2026-01-27,2,medium,86
U000632,2025-07-26,2,value,mobile,search,2026-01-21,6,medium,188
U000633,2025-08-21,2,value,web,search,2025-09-19,1,low,162
U000634,2025-08-08,2,regular,mobile,email,2025-12-01,3,medium,175
U000635,2025-06-19,2,regular,mobile,search,2026-01-30,7,high,225
U000636,2025-10-24,2,premium,mobile,search,2026-01-30,3,high,98
U000637,2025-07-03,1,value,web,referral,2026-01-28,6,medium,211
U000638,2025-07-18,1,value,web,referral,2026-01-29,6,medium,196
U000639,2025-11-19,3,regular,mobile,organic,2026-01-18,2,medium,72
U000640,2025-12-29,2,regular,mobile,organic,2026-01-28,1,low,32
U000641,2025-10-20,1,value,mobile,paid_social,2026-01-24,3,low,102
U000642,2025-12-21,3,regular,web,referral,2026-01-30,1,low,40
U000643,2025-12-05,2,regular,web,search,2026-01-29,1,low,56
U000644,2025-09-02,1,regular,web,organic,2026-01-29,4,high,150
U000645,2025-11-14,2,value,web,paid_social,2026-01-26,2,low,77
U000646,2025-07-26,1,regular,web,paid_social,2026-01-30,6,high,188
U000647,2025-08-28,2,value,mobile,search,2026-01-19,5,medium,155
U000648,2025-09-16,2,regular,web,referral,2025-12-16,2,medium,136
U000649,2026-01-01,1,value,mobile,referral,2026-01-28,1,low,29
U000650,2025-12-03,1,regular,mobile,paid_social,2026-01-27,0,low,58
U000651,2025-09-04,2,regular,web,paid_social,2026-01-30,4,high,148
U000652,2025-10-15,1,regular,web,paid_social,2025-12-10,2,low,107
U000653,2025-06-24,3,value,mobile,search,2025-08-17,1,low,220
U000654,2025-11-22,1,value,web,search,2026-01-30,2,low,69
U000655,2025-09-20,2,regular,web,paid_social,2026-01-30,4,high,132
U000656,2025-09-15,2,regular,mobile,paid_social,2026-01-29,4,high,137
U000657,2025-11-13,2,premium,mobile,search,2025-12-12,1,low,78
U000658,2025-10-10,1,value,mobile,organic,2026-01-30,3,low,112
U000659,2025-05-23,3,premium,mobile,paid_social,2026-01-26,8,high,252
U000660,2025-07-16,3,value,web,paid_social,2026-01-28,6,medium,198
U000661,2025-06-18,1,value,mobile,search,2026-01-30,7,medium,226
U000662,2025-11-05,1,value,mobile,search,2026-01-04,2,low,86
U000663,2025-05-13,3,regular,mobile,organic,2026-01-30,8,high,262
U000664,2025-06-24,2,value,mobile,email,2026-01-28,7,medium,220
U000665,2025-10-01,1,value,mobile,referral,2026-01-29,3,medium,121
U000666,2025-10-26,1,regular,mobile,search,2026-01-30,3,high,96
U000667,2025-09-08,2,regular,web,search,2026-01-28,4,high,144
U000668,2025-12-07,2,value,mobile,paid_social,2026-01-27,1,low,54
U000669,2025-12-21,2,value,web,search,2026-01-30,1,low,40
U000670,2025-06-07,3,regular,mobile,email,2026-01-29,7,high,237
U000671,2025-12-30,2,value,mobile,organic,2026-01-21,0,low,31
U000672,2025-10-06,2,value,mobile,organic,2026-01-29,3,low,116
U000673,2025-10-11,2,regular,nan,search,2026-01-24,3,medium,111
U000674,2025-05-28,2,value,web,organic,2026-01-28,8,medium,247
U000675,2025-10-08,1,regular,web,paid_social,2026-01-29,2,medium,114
U000676,2025-11-03,1,value,web,referral,2025-12-30,2,low,88
U000677,2025-09-27,2,value,web,organic,2026-01-29,4,medium,125
U000678,2025-05-26,2,value,mobile,search,2025-12-21,7,medium,249
U000679,2025-09-13,1,value,web,paid_social,2025-10-13,1,low,139
U000680,2025-12-25,2,value,mobile,referral,2026-01-28,1,low,36
U000681,2025-11-02,2,value,web,search,2025-12-29,2,low,89
U000682,2025-06-08,2,premium,mobile,organic,2026-01-30,7,high,236
U000683,2025-12-31,3,regular,mobile,paid_social,2026-01-29,1,low,30
U000684,2025-12-31,3,value,mobile,search,2026-01-20,0,low,30
U000685,2025-06-16,2,regular,mobile,paid_social,2025-07-17,1,low,228
U000686,2025-11-22,1,regular,mobile,search,2026-01-20,1,low,69
U000687,2025-08-15,2,regular,mobile,organic,2026-01-30,3,high,168
U000688,2025-10-01,2,value,mobile,paid_social,2026-01-29,3,medium,121
U000689,2025-08-24,1,value,web,search,2026-01-27,5,low,159
U000690,2025-11-17,1,value,web,organic,2026-01-17,2,low,74
U000691,2026-01-10,1,value,mobile,search,2026-01-22,1,low,20
U000692,2025-11-20,2,value,web,email,2026-01-29,2,low,71
U000693,2025-12-24,2,premium,web,paid_social,2026-01-30,1,medium,37
U000694,2025-12-28,1,premium,mobile,organic,2026-01-29,1,low,33
U000695,2025-05-27,3,value,web,paid_social,2025-10-23,5,medium,248
U000696,2025-07-07,3,regular,mobile,organic,2026-01-04,5,high,207
U000697,2025-11-02,1,regular,mobile,search,2026-01-28,2,medium,89
U000698,2025-09-30,3,regular,mobile,search,2025-11-03,1,low,122
U000699,2025-05-17,1,regular,mobile,organic,2026-01-28,8,high,258
U000700,2025-05-28,3,value,mobile,search,2026-01-29,7,medium,247
U000701,2025-09-12,3,regular,mobile,email,2026-01-28,4,high,140
U000702,2025-10-06,1,premium,mobile,organic,2026-01-29,2,high,116
U000703,2025-06-16,3,regular,web,referral,2026-01-26,6,high,228
U000704,2025-06-16,3,regular,mobile,paid_social,2025-08-20,2,low,228
U000705,2025-06-06,3,regular,mobile,search,,1,low,238
U000706,2025-09-23,3,value,web,organic,2025-10-24,0,low,129
U000707,2025-05-06,2,value,web,organic,2025-10-31,6,low,269
U000708,2025-09-25,1,regular,mobile,organic,2026-01-29,3,high,127
U000709,2025-09-01,3,value,web,paid_social,2026-01-25,4,medium,151
U000710,2025-08-29,2,regular,mobile,email,2026-01-29,5,high,154
U000711,2025-10-22,2,regular,web,referral,2026-01-29,3,medium,100
U000712,2025-09-13,2,regular,web,organic,2026-01-27,4,high,139
U000713,2025-11-03,2,value,mobile,organic,2026-01-30,2,low,88
U000714,2025-11-12,1,premium,web,organic,2026-01-29,1,high,79
U000715,2025-12-21,2,value,web,email,2026-01-30,1,low,40
U000716,2025-11-21,1,value,mobile,organic,2025-12-25,1,low,70
U000717,2025-09-11,2,value,web,organic,2026-01-28,3,medium,141
U000718,2025-09-05,3,regular,web,paid_social,2026-01-28,3,high,147
U000719,2025-07-03,2,premium,mobile,search,2026-01-29,5,high,211
U000720,2025-10-02,2,value,mobile,organic,2026-01-27,3,medium,120
U000721,2025-06-08,2,premium,mobile,paid_social,2026-01-29,7,high,236
U000722,2025-12-24,3,value,web,organic,2026-01-29,0,low,37
U000723,2025-12-03,2,regular,web,organic,2026-01-29,1,medium,58
U000724,2025-06-04,2,value,mobile,organic,2026-01-29,7,medium,240
U000725,2025-11-18,1,regular,mobile,search,2026-01-30,2,medium,73
U000726,2025-06-03,1,regular,web,email,2026-01-30,6,high,241
U000727,2025-11-02,2,regular,mobile,search,2026-01-30,2,medium,89
U000728,2025-05-27,3,value,web,paid_social,2025-11-27,6,medium,248
U000729,2025-09-04,2,regular,mobile,organic,2026-01-30,3,high,148
U000730,2025-10-17,1,premium,mobile,paid_social,2026-01-29,3,high,105
U000731,2025-11-03,3,regular,mobile,email,2026-01-07,2,low,88
U000732,2025-08-18,2,regular,mobile,search,2026-01-30,5,high,165
U000733,2025-12-22,3,regular,web,email,2026-01-30,1,medium,39
U000734,2025-11-15,1,value,mobile,paid_social,2026-01-29,2,low,76
U000735,2025-06-26,2,premium,web,paid_social,2026-01-30,7,high,218
U000736,2025-10-20,3,value,mobile,organic,2025-12-22,2,low,102
U000737,2025-11-04,2,regular,mobile,paid_social,2026-01-30,2,medium,87
U000738,2025-07-27,2,value,web,search,2025-11-29,3,medium,187
U000739,2025-11-06,3,value,web,email,2026-01-30,2,low,85
U000740,2025-12-16,1,regular,web,email,2026-01-29,1,low,45
U000741,2025-11-26,1,regular,web,search,2026-01-29,1,medium,65
U000742,2025-11-12,2,premium,web,email,2026-01-30,1,medium,79
U000743,2025-10-11,2,premium,mobile,referral,2025-11-09,1,low,111
U000744,2025-07-11,1,value,web,paid_social,2026-01-29,6,medium,203
U000745,2025-11-20,2,value,mobile,organic,2026-01-22,1,low,71
U000746,2025-08-04,3,value,mobile,organic,2026-01-30,5,medium,179
U000747,2025-09-15,2,regular,mobile,organic,2026-01-09,3,high,137
U000748,2025-07-22,2,regular,web,organic,2026-01-30,6,high,192
U000749,2025-07-22,3,premium,mobile,email,2026-01-29,5,high,192
U000750,2025-06-13,2,regular,mobile,organic,2025-12-15,5,high,231
U000751,2026-01-01,3,value,mobile,paid_social,2026-01-29,1,low,29
U000752,2025-06-11,2,regular,mobile,paid_social,2026-01-30,7,high,233
U000753,2025-05-26,3,regular,mobile,paid_social,2025-08-24,1,low,249
U000754,2025-12-25,2,regular,web,organic,2026-01-28,1,low,36
U000755,2025-09-21,1,value,mobile,search,2026-01-27,3,medium,131
U000756,2025-08-22,3,regular,web,paid_social,2026-01-29,5,high,161
U000757,2025-11-06,2,regular,mobile,search,2025-12-10,1,low,85
U000758,2025-08-09,1,value,web,organic,2026-01-27,5,medium,174
U000759,2025-06-06,1,regular,web,paid_social,2026-01-30,7,high,238
U000760,2025-11-04,2,value,web,organic,2025-12-01,0,low,87
U000761,2025-06-18,1,regular,web,paid_social,2026-01-29,6,high,226
U000762,2025-09-20,2,regular,mobile,search,2026-01-30,3,high,132
U000763,2025-12-29,1,premium,web,organic,2026-01-30,1,low,32
U000764,2025-12-25,2,value,mobile,referral,2026-01-29,1,low,36
U000765,2025-08-03,2,value,web,organic,2026-01-30,5,medium,180
U000766,2025-11-16,2,value,mobile,email,2026-01-30,2,low,75
U000767,2025-10-05,2,regular,web,referral,2025-12-05,2,medium,117
U000768,2025-09-02,1,value,web,search,2026-01-30,4,medium,150
U000769,2025-06-09,2,regular,web,organic,2026-01-28,6,high,235
U000770,2025-08-07,2,value,mobile,organic,2026-01-26,5,medium,176
U000771,2025-10-15,2,value,mobile,email,2026-01-24,2,low,107
U000772,2026-01-07,1,regular,mobile,paid_social,2026-01-30,0,low,23
U000773,2025-05-06,1,regular,web,organic,2026-01-30,7,high,269
U000774,2025-11-01,1,premium,web,search,2026-01-30,2,high,90
U000775,2025-12-03,2,regular,web,organic,2026-01-30,1,low,58
U000776,2025-12-29,2,regular,web,search,2026-01-29,0,low,32
U000777,2025-08-19,3,regular,mobile,search,2026-01-30,5,high,164
U000778,2025-06-03,2,regular,web,organic,2026-01-30,7,high,241
U000779,2025-07-12,2,value,mobile,referral,2025-09-03,1,low,202
U000780,2025-12-04,2,regular,mobile,organic,2026-01-28,1,low,57
U000781,2025-12-11,1,regular,web,search,2026-01-30,1,low,50
U000782,2025-10-11,2,value,web,paid_social,2025-11-30,2,low,111
U000783,2025-06-04,2,regular,web,email,2026-01-30,7,high,240
U000784,2025-06-04,2,regular,web,search,2025-08-31,3,low,240
U000785,2025-09-02,1,regular,web,email,2026-01-30,5,high,150
U000786,2025-09-29,3,value,mobile,search,2026-01-29,4,low,123
U000787,2025-05-13,3,regular,web,referral,2026-01-29,8,high,262
U000788,2025-10-24,1,premium,mobile,organic,2026-01-30,3,high,98
U000789,2025-09-18,2,value,mobile,paid_social,2025-11-22,1,low,134
U000790,2025-05-08,3,value,mobile,organic,2025-10-02,5,low,267
U000791,2025-05-29,2,value,mobile,email,2026-01-30,8,medium,246
U000792,2025-08-27,3,value,web,email,2026-01-30,5,medium,156
U000793,2025-11-02,2,premium,web,search,2026-01-30,2,high,89
U000794,2025-11-28,3,regular,web,search,2026-01-30,1,medium,63
U000795,2025-08-21,3,value,mobile,paid_social,2025-10-23,1,low,162
U000796,2025-07-18,1,value,mobile,organic,2026-01-30,6,medium,196
