user_id,avg_minutes_4w,last_week_minutes,payment_failures_4w,active_days_4w,usage_trend,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,lifetime_paid_months,engagement_band,tenure_days,will_churn_14d,days_since_last_activity
U000428,199.9,298.75,0.0,6.6,1.4944972486243122,2025-11-22,2,premium,mobile,search,2026-01-29,2,medium,69,1,-3.0
U000429,92.572,85.92,0.0,6.6,0.9281424188739575,2025-05-11,3,regular,web,paid_social,2026-01-30,8,high,264,1,-4.0
U000430,255.59,75.67,0.0,6.4,0.29606009624789703,2025-10-31,2,premium,web,organic,2026-01-30,2,high,91,1,-4.0
U000431,112.026,88.92,0.0,6.6,0.7937443093567565,2025-05-26,2,regular,mobile,search,2026-01-30,8,high,249,1,-4.0
U000432,55.705999999999996,35.04,0.0,6.6,0.6290166229849568,2025-11-06,3,value,mobile,organic,2026-01-26,2,low,85,1,0.0
U000433,112.724,157.88,0.0,6.6,1.4005890493594975,2025-11-28,2,regular,mobile,search,2026-01-29,2,low,63,1,-3.0
U000434,92.25,64.13,0.0,6.6,0.6951761517615176,2025-06-06,2,regular,mobile,email,2026-01-27,7,high,238,1,-1.0
U000435,174.17199999999997,0.0,0.0,6.4,0.0,2025-08-21,1,premium,web,paid_social,2026-01-25,5,high,162,1,1.0
U000436,113.33399999999999,111.25,0.0,6.6,0.9816118728713361,2025-06-05,1,regular,web,email,2026-01-30,5,high,239,1,-4.0
U000437,43.56,33.47,1.0,6.6,0.7683654729109274,2025-09-24,2,value,mobile,paid_social,2026-01-29,3,low,128,1,-3.0
U000438,89.63199999999999,107.61,1.0,6.6,1.200575687254552,2025-12-23,2,value,mobile,paid_social,2026-01-30,0,low,38,1,-4.0
U000439,43.024,25.57,0.0,6.6,0.5943194496095202,2025-05-25,2,value,mobile,paid_social,2026-01-28,8,high,250,1,-2.0
U000440,143.868,71.91,0.0,6.6,0.4998331804153808,2025-08-12,2,regular,web,paid_social,2026-01-30,5,high,171,1,-4.0
U000441,14.924000000000001,13.34,1.0,5.2,0.8938622353256499,2026-01-04,3,value,web,search,2026-01-30,0,low,26,1,-4.0
U000442,101.006,63.49,0.0,6.6,0.6285765202067204,2025-07-19,3,regular,web,organic,2026-01-29,5,high,195,1,-3.0
U000443,100.52799999999999,63.18000000000001,0.0,6.6,0.6284816170619132,2025-06-07,1,regular,mobile,search,2026-01-30,6,high,237,1,-4.0
U000444,73.148,104.17,0.0,6.6,1.4240990867829606,2025-09-04,2,regular,mobile,organic,2026-01-29,4,medium,148,1,-3.0
U000445,74.692,5.04,0.0,6.6,0.067477105981899,2025-09-09,2,value,web,search,2026-01-28,3,medium,143,1,-2.0
U000446,96.44,86.16,0.0,6.4,0.8934052260472832,2025-10-18,2,regular,web,organic,2026-01-30,3,medium,104,1,-4.0
U000447,62.686,35.57,0.0,6.6,0.5674313243786492,2025-07-22,1,value,web,search,2026-01-30,6,medium,192,1,-4.0
U000448,208.30599999999998,65.43,0.0,6.4,0.3141052106036313,2025-12-30,3,premium,web,organic,2026-01-28,1,medium,31,1,-2.0
U000449,55.827999999999996,42.35,0.0,6.4,0.7585799240524469,2025-09-12,3,value,mobile,organic,2026-01-30,4,medium,140,1,-4.0
U000450,0.0,0.0,0.0,6.6,,2025-07-15,2,value,mobile,search,2025-09-14,1,low,199,0,134.0
U000451,48.064,28.96,0.0,6.0,0.6025299600532623,2026-01-01,3,value,web,organic,2026-01-30,1,low,29,1,-4.0
U000452,101.58599999999998,77.12,0.0,6.4,0.7591597267339989,2025-12-23,3,regular,mobile,email,2026-01-27,1,low,38,1,-1.0
U000453,64.378,38.02,0.0,6.6,0.5905744198328622,2025-09-07,2,value,mobile,search,2026-01-29,4,medium,145,1,-3.0
U000454,109.18800000000002,55.26,0.0,6.2,0.5060995713814704,2025-05-11,2,regular,web,search,2026-01-30,7,high,264,1,-4.0
U000455,61.794000000000004,17.31,0.0,6.4,0.2801242839110593,2025-10-01,2,regular,web,organic,2026-01-28,2,medium,121,1,-2.0
U000456,78.828,0.0,0.0,6.6,0.0,2025-09-21,3,regular,web,referral,2026-01-21,3,medium,131,1,5.0
U000457,0.0,0.0,0.0,6.6,,2025-06-11,1,value,web,paid_social,2025-11-06,5,low,233,0,81.0
U000458,78.912,52.540000000000006,0.0,6.4,0.6658049472830495,2025-10-11,2,value,web,search,2026-01-30,3,medium,111,1,-4.0
U000459,133.99200000000002,186.51,0.0,6.4,1.391948773061078,2025-12-02,3,regular,mobile,organic,2026-01-30,1,medium,59,1,-4.0
U000460,53.072,70.78999999999999,0.0,6.6,1.33384835694905,2025-05-31,2,value,web,paid_social,2026-01-28,8,medium,244,1,-2.0
U000461,103.41000000000001,84.28,0.0,6.0,0.8150082197079586,2025-11-02,3,regular,web,email,2026-01-29,2,medium,89,1,-3.0
U000462,36.852,32.03,0.0,6.6,0.8691522848149356,2025-06-09,2,value,mobile,search,2026-01-27,7,medium,235,1,-1.0
U000463,93.268,63.910000000000004,0.0,6.4,0.6852296607625338,2025-11-08,3,regular,web,organic,2026-01-28,2,medium,83,1,-2.0
U000464,27.845999999999997,0.0,0.0,6.6,0.0,2025-08-18,3,value,mobile,organic,2026-01-10,3,medium,165,0,16.0
U000465,122.20599999999999,99.83,0.0,6.6,0.816899333911592,2025-05-06,2,regular,mobile,organic,2026-01-30,8,high,269,1,-4.0
U000466,41.910000000000004,0.0,0.0,5.8,0.0,2026-01-02,3,value,mobile,paid_social,2026-01-25,1,low,28,1,1.0
U000467,152.228,165.82,0.0,6.6,1.089287121948656,2025-06-15,2,regular,mobile,email,2026-01-30,7,high,229,1,-4.0
U000468,0.0,0.0,0.0,6.6,,2025-10-01,2,value,mobile,email,2025-10-26,1,low,121,0,92.0
U000469,202.206,232.51,0.0,6.6,1.149866967350128,2025-06-19,2,premium,mobile,referral,2026-01-30,7,high,225,1,-4.0
U000470,123.072,64.23,0.0,6.6,0.5218896255850234,2025-12-25,3,regular,web,organic,2026-01-30,1,low,36,1,-4.0
U000471,49.784,43.55,0.0,6.6,0.8747790454764582,2025-11-06,1,value,web,email,2026-01-30,2,low,85,1,-4.0
U000472,89.776,30.38,0.0,6.4,0.3383977900552486,2025-11-22,1,value,web,organic,2026-01-30,2,low,69,1,-4.0
U000473,21.188,22.55,0.0,6.6,1.0642816688691714,2025-08-21,2,value,web,organic,2026-01-26,5,low,162,1,0.0
U000474,47.446,19.87,0.0,6.6,0.41879188972726894,2025-08-30,2,value,web,paid_social,2026-01-26,4,medium,153,1,0.0
U000475,35.576,23.130000000000003,0.0,6.6,0.6501574094895436,2025-10-11,2,value,web,organic,2026-01-29,3,low,111,1,-3.0
U000476,249.31,80.62,0.0,6.6,0.3233725081224179,2025-11-17,1,premium,web,referral,2026-01-30,2,high,74,1,-4.0
U000477,0.0,0.0,0.0,6.6,,2025-12-03,2,regular,web,email,2025-12-28,1,low,58,0,29.0
U000478,0.0,0.0,0.0,6.2,,2025-05-09,3,value,web,paid_social,2025-11-26,7,medium,266,0,61.0
U000479,90.026,84.42,0.0,6.6,0.937729100482083,2025-10-18,1,regular,mobile,referral,2026-01-29,2,medium,104,1,-3.0
U000480,65.66,22.65,1.0,6.6,0.3449588790740177,2025-06-01,2,value,mobile,search,2026-01-26,7,medium,243,1,0.0
U000481,0.0,0.0,0.0,6.6,,2025-07-16,3,premium,mobile,organic,2025-09-20,2,medium,198,0,128.0
U000482,8.128,0.0,0.0,6.6,0.0,2025-11-29,1,value,web,referral,2026-01-02,0,low,62,0,24.0
U000483,154.67800000000003,95.43,0.0,6.6,0.6169591021347574,2025-07-06,2,regular,mobile,paid_social,2026-01-30,5,high,208,1,-4.0
U000484,0.0,0.0,0.0,6.6,,2025-11-21,2,regular,mobile,email,2025-12-17,0,low,70,0,40.0
U000485,42.238,19.08,0.0,6.6,0.45172593399308675,2025-08-29,3,value,web,organic,2026-01-28,4,medium,154,1,-2.0
U000486,59.274,74.11,0.0,6.6,1.250295239059284,2025-07-02,2,value,mobile,organic,2026-01-30,6,medium,212,1,-4.0
U000487,136.792,87.42999999999999,0.0,6.6,0.6391455640680741,2025-07-27,3,regular,web,search,2026-01-30,6,high,187,1,-4.0
U000488,179.17800000000003,166.2,0.0,6.6,0.9275692328299231,2025-09-15,1,premium,mobile,paid_social,2026-01-30,3,high,137,1,-4.0
U000489,38.215999999999994,0.0,0.0,6.6,0.0,2025-11-13,2,regular,mobile,referral,2026-01-09,2,low,78,0,17.0
U000490,138.524,86.66,0.0,6.4,0.6255955646674944,2025-10-04,3,regular,web,email,2026-01-30,3,high,118,1,-4.0
U000491,119.306,22.68,0.0,6.6,0.19009940824434648,2025-12-25,1,regular,mobile,organic,2026-01-30,1,low,36,1,-4.0
U000492,148.196,25.27,0.0,6.6,0.1705174228724122,2025-12-08,1,regular,web,search,2026-01-28,1,medium,53,1,-2.0
U000493,117.114,102.28,0.0,6.2,0.8733370903564048,2025-11-10,1,regular,web,organic,2026-01-29,2,medium,81,1,-3.0
U000494,130.86999999999998,73.47999999999999,0.0,6.4,0.5614732176969512,2025-10-03,3,regular,web,organic,2026-01-29,3,medium,119,1,-3.0
U000495,109.10999999999999,31.810000000000002,0.0,6.6,0.29154064705343236,2025-07-16,2,regular,web,search,2026-01-30,6,high,198,1,-4.0
U000496,0.0,0.0,0.0,6.6,,2025-08-16,2,value,web,paid_social,2025-11-15,2,low,167,0,72.0
U000497,0.0,0.0,0.0,6.4,,2025-06-03,2,premium,nan,search,2025-10-03,4,high,241,0,115.0
U000498,69.29400000000001,69.02000000000001,0.0,6.2,0.9960458336941149,2025-08-06,2,value,web,search,2026-01-29,4,medium,177,1,-3.0
U000499,29.014,0.0,0.0,6.6,0.0,2025-12-23,2,value,web,paid_social,2026-01-16,1,low,38,1,10.0
U000500,0.0,0.0,0.0,6.6,,2025-08-19,2,regular,mobile,referral,2025-10-20,2,low,164,0,98.0
U000501,0.0,0.0,0.0,6.6,,2025-06-02,2,value,web,organic,2025-10-31,3,low,242,0,87.0
U000502,38.612,0.0,0.0,6.6,0.0,2025-10-15,1,value,web,search,2026-01-18,3,low,107,0,8.0
U000503,140.954479083172,31.66,0.0,6.0,0.22461152143536078,2026-01-01,3,value,mobile,paid_social,2026-01-26,1,low,29,1,0.0
U000504,13.036000000000001,0.0,0.0,6.6,0.0,2025-12-08,3,regular,mobile,paid_social,2026-01-04,1,low,53,0,22.0
U000505,101.388,85.04,0.0,6.6,0.8387580384266383,2025-07-12,2,regular,web,referral,2026-01-30,6,high,202,1,-4.0
U000506,41.471999999999994,17.06,0.0,6.6,0.4113618827160494,2025-08-26,2,value,web,organic,2026-01-28,4,medium,157,1,-2.0
U000507,55.336,107.83000000000001,0.0,6.6,1.9486410293479834,2025-09-15,1,value,mobile,search,2026-01-30,4,medium,137,1,-4.0
U000508,122.72999999999999,42.84,0.0,6.6,0.34905890980200444,2025-07-06,3,regular,mobile,email,2026-01-30,6,high,208,1,-4.0
U000509,248.93800000000002,173.15,0.0,6.6,0.6955547164354177,2025-07-11,3,premium,web,search,2026-01-30,6,high,203,1,-4.0
U000510,0.0,0.0,0.0,6.6,,2025-07-03,3,value,web,search,2025-09-03,2,low,211,0,145.0
U000511,190.57999999999998,187.57999999999998,0.0,5.5,0.9842585790744044,2026-01-09,2,premium,web,email,2026-01-30,1,low,21,1,-4.0
U000512,116.9,44.41,0.0,6.4,0.37989734816082116,2025-11-08,1,premium,mobile,organic,2026-01-30,2,medium,83,1,-4.0
U000513,40.058,0.0,0.0,6.6,0.0,2025-12-02,1,value,mobile,paid_social,2026-01-25,1,low,59,1,1.0
U000514,106.346,28.810000000000002,0.0,6.6,0.27090816767908527,2025-11-25,1,regular,mobile,referral,2026-01-29,1,medium,66,1,-3.0
U000515,79.97200000000001,31.28,0.0,6.2,0.39113689791427,2025-12-31,1,regular,web,organic,2026-01-27,1,low,30,1,-1.0
U000516,101.748,113.75999999999999,0.0,6.4,1.118056374572473,2025-05-31,1,regular,mobile,paid_social,2026-01-30,8,high,244,1,-4.0
U000517,8.169999999999998,0.0,0.0,6.2,0.0,2025-12-12,3,regular,mobile,search,2026-01-08,1,low,49,0,18.0
U000518,95.3,161.15,0.0,6.4,1.6909758656873033,2025-05-21,1,regular,web,referral,2026-01-30,6,high,254,1,-4.0
U000519,99.19000000000001,64.27000000000001,1.0,6.6,0.647948381893336,2025-09-01,1,regular,mobile,email,2026-01-30,4,high,151,1,-4.0
U000520,119.652,67.39,0.0,6.6,0.5632166616521245,2025-10-01,3,regular,web,referral,2026-01-28,3,medium,121,1,-2.0
U000521,153.664,143.0,0.0,6.4,0.9306018325697627,2025-08-02,2,premium,web,organic,2026-01-30,5,high,181,1,-4.0
U000522,120.24000000000001,117.71000000000001,0.0,6.4,0.97895874916833,2025-06-10,3,regular,mobile,paid_social,2026-01-30,7,high,234,1,-4.0
U000523,98.786,120.98,0.0,6.6,1.22466746300083,2025-06-22,2,regular,web,email,2026-01-30,7,high,222,1,-4.0
U000524,0.0,0.0,0.0,6.2,,2025-11-27,3,premium,mobile,paid_social,2025-12-22,0,low,64,0,35.0
U000525,0.0,0.0,0.0,6.6,,2025-07-23,2,value,web,paid_social,2025-09-19,1,low,191,0,129.0
U000526,53.61600000000001,65.95,0.0,6.6,1.230043270665473,2025-07-21,2,value,web,organic,2026-01-29,6,medium,193,1,-3.0
U000527,78.54400000000001,33.81,0.0,6.6,0.4304593603585251,2025-12-22,2,regular,web,referral,2026-01-26,1,low,39,1,0.0
U000528,171.496,175.87,0.0,6.6,1.0255049680459019,2025-06-10,2,premium,web,organic,2026-01-29,7,high,234,1,-3.0
U000529,26.312,0.0,0.0,6.6,0.0,2025-12-20,2,value,web,organic,2026-01-17,0,low,41,1,9.0
U000530,98.4,115.01,0.0,6.6,1.16880081300813,2025-12-22,2,regular,mobile,email,2026-01-30,1,low,39,1,-4.0
U000531,26.139999999999997,19.57,0.0,6.6,0.7486610558530988,2025-10-02,1,value,web,email,2026-01-28,4,medium,120,1,-2.0
U000532,51.867999999999995,12.21,0.0,6.6,0.23540525950489707,2025-06-15,3,value,web,email,2026-01-30,7,medium,229,1,-4.0
U000533,0.0,0.0,0.0,6.4,,2025-06-13,2,regular,mobile,search,2025-10-07,4,medium,231,0,111.0
U000534,54.416,35.16,0.0,6.6,0.6461334901499559,2025-07-15,1,value,web,organic,2026-01-29,6,medium,199,1,-3.0
U000535,217.62800000000001,151.93,0.0,6.6,0.6981178892421931,2025-09-26,1,premium,mobile,search,2026-01-30,3,high,126,1,-4.0
U000536,58.40999999999999,8.47,0.0,6.6,0.14500941619585692,2025-06-12,3,value,web,organic,2026-01-27,7,medium,232,1,-1.0
U000537,182.924,89.75,0.0,6.4,0.4906409219129256,2025-08-27,2,premium,web,referral,2026-01-30,5,high,156,1,-4.0
U000538,41.89,34.839999999999996,0.0,6.6,0.8317020768679875,2025-06-02,2,value,mobile,search,2026-01-28,8,medium,242,1,-2.0
U000539,155.45999999999998,56.269999999999996,0.0,6.6,0.36195805995111285,2025-09-17,3,premium,mobile,search,2026-01-30,4,high,135,1,-4.0
U000540,138.916,66.3,0.0,6.6,0.4772668375133174,2025-05-10,1,regular,mobile,organic,2026-01-30,8,high,265,1,-4.0
U000541,85.188,73.71000000000001,0.0,6.4,0.8652627130581773,2025-10-29,3,value,web,search,2026-01-30,3,low,93,1,-4.0
U000542,30.8,11.45,0.0,6.6,0.3717532467532467,2025-05-18,2,value,web,referral,2026-01-27,6,medium,257,1,-1.0
U000543,41.438,22.04,0.0,6.6,0.5318789516868574,2025-06-22,1,value,mobile,paid_social,2026-01-29,7,medium,222,1,-3.0
U000544,65.57000000000001,97.34,0.0,6.4,1.4845203599206953,2025-06-17,2,regular,mobile,organic,2026-01-29,7,high,227,1,-3.0
U000545,122.934,0.0,0.0,6.6,0.0,2025-11-29,3,regular,mobile,organic,2026-01-22,2,medium,62,1,4.0
U000546,119.5,82.0,0.0,6.6,0.6861924686192469,2025-05-18,2,regular,mobile,search,2026-01-30,7,high,257,1,-4.0
U000547,112.854,30.89,0.0,6.6,0.2737164832438372,2025-08-20,2,regular,mobile,organic,2026-01-30,5,high,163,1,-4.0
U000548,130.91199999999998,71.99,0.0,6.6,0.549911390857981,2025-09-30,2,regular,web,email,2026-01-30,3,medium,122,1,-4.0
U000549,0.0,0.0,0.0,6.4,,2025-09-11,2,regular,mobile,paid_social,2025-10-14,0,low,141,0,104.0
U000550,167.81199999999998,223.16,0.0,6.6,1.3298214668796036,2025-10-22,2,regular,web,organic,2026-01-30,3,high,100,1,-4.0
U000551,89.508,142.59,0.0,6.2,1.5930419627295884,2025-11-22,2,regular,web,referral,2026-01-30,2,medium,69,1,-4.0
U000552,79.652,84.27000000000001,0.0,6.6,1.0579772008235826,2025-08-11,2,regular,mobile,search,2026-01-30,5,high,172,1,-4.0
U000553,197.19,122.33,0.0,6.6,0.6203661443278057,2025-11-28,1,premium,web,organic,2026-01-30,1,medium,63,1,-4.0
U000554,0.0,0.0,0.0,6.6,,2025-07-23,2,value,web,search,2025-10-18,2,low,191,0,100.0
U000555,50.2025,0.0,0.0,6.0,0.0,2026-01-07,2,value,mobile,organic,2026-01-23,1,low,23,1,3.0
U000556,43.768,65.71000000000001,0.0,6.6,1.5013251690732956,2025-09-08,2,value,mobile,search,2026-01-30,4,medium,144,1,-4.0
U000557,114.59400000000001,13.65,0.0,6.4,0.11911618409340803,2025-11-05,1,regular,web,referral,2026-01-30,2,medium,86,1,-4.0
U000558,21.06,0.0,0.0,6.6,0.0,2025-12-10,2,value,mobile,email,2026-01-09,0,low,51,0,17.0
U000559,61.914,0.0,0.0,6.6,0.0,2025-11-19,2,premium,web,search,2026-01-21,2,medium,72,1,5.0
U000560,138.762,63.269999999999996,0.0,6.4,0.4559605655727072,2025-12-04,1,regular,mobile,paid_social,2026-01-30,1,medium,57,1,-4.0
U000561,137.53199999999998,23.21,0.0,6.6,0.16876072477677925,2025-09-16,1,regular,web,organic,2026-01-28,4,high,136,1,-2.0
U000562,138.856,230.68,0.0,6.6,1.6612893933283404,2025-05-15,2,regular,web,search,2026-01-29,8,high,260,1,-3.0
U000563,93.55291524815149,144.2745762407575,0.0,6.6,1.5421708223422597,2025-09-05,2,value,web,organic,2026-01-29,4,medium,147,1,-3.0
U000564,136.132,28.01,0.0,6.6,0.20575617782740283,2025-06-19,1,regular,web,search,2026-01-28,7,high,225,1,-2.0
U000565,11.264,0.0,0.0,6.6,0.0,2025-12-14,3,value,web,organic,2026-01-17,1,low,47,0,9.0
U000566,98.986,58.41,0.0,6.6,0.5900834461438991,2025-07-03,2,regular,web,email,2026-01-30,7,high,211,1,-4.0
U000567,0.0,0.0,0.0,6.4,,2025-07-01,3,premium,mobile,referral,2025-08-05,1,low,213,0,174.0
U000568,268.8905444173738,549.9617910112516,0.0,6.6,2.04529985315362,2025-07-06,2,regular,web,organic,2026-01-30,6,high,208,1,-4.0
U000569,161.418,46.35,0.0,6.6,0.28714269784038954,2025-10-13,2,premium,web,paid_social,2026-01-26,3,high,109,1,0.0
U000570,134.284,89.96000000000001,0.0,6.6,0.6699234458312234,2025-09-25,2,regular,mobile,organic,2026-01-28,4,high,127,1,-2.0
U000571,87.74,0.0,0.0,6.4,0.0,2025-12-29,3,regular,nan,paid_social,2026-01-22,1,low,32,1,4.0
U000572,110.324,26.16,0.0,6.6,0.23711975635401183,2025-08-17,2,regular,mobile,organic,2026-01-30,4,high,166,1,-4.0
U000573,0.0,0.0,0.0,6.2,,2025-07-14,2,regular,web,organic,2025-09-15,2,low,200,0,133.0
U000574,45.928,21.42,0.0,6.6,0.4663821633861697,2025-05-17,2,value,web,paid_social,2026-01-29,8,medium,258,1,-3.0
U000575,49.726,64.55,0.0,6.6,1.2981136628725416,2025-05-06,2,value,mobile,search,2026-01-29,7,medium,269,1,-3.0
U000576,186.238,273.81,0.0,6.6,1.470215530665063,2025-08-06,1,regular,mobile,search,2026-01-30,5,high,177,1,-4.0
U000577,38.308,15.48,0.0,6.4,0.404093139814138,2025-12-23,2,value,web,search,2026-01-29,1,low,38,1,-3.0
U000578,152.384,132.82999999999998,0.0,6.6,0.8716794414111717,2025-09-13,2,regular,mobile,organic,2026-01-30,4,high,139,1,-4.0
U000579,143.136,16.58,0.0,6.6,0.11583389224234293,2025-12-15,3,regular,mobile,organic,2026-01-30,1,low,46,1,-4.0
U000580,130.63,110.57,0.0,6.6,0.846436500038276,2025-05-30,2,premium,mobile,paid_social,2026-01-29,7,high,245,1,-3.0
U000581,0.0,0.0,0.0,6.6,,2025-05-28,2,value,web,paid_social,2025-12-15,6,medium,247,0,42.0
U000582,232.47600000000003,95.41,0.0,6.6,0.41040795609009095,2025-11-30,3,premium,mobile,organic,2026-01-28,1,medium,61,1,-2.0
U000583,48.902,11.81,0.0,6.6,0.2415034149932518,2025-05-31,2,value,web,search,2026-01-26,8,medium,244,1,0.0
U000584,0.0,0.0,0.0,6.6,,2025-05-18,1,regular,mobile,paid_social,,1,low,257,0,
U000585,96.406,29.44,0.0,6.6,0.30537518411717113,2025-08-14,1,regular,web,paid_social,2026-01-26,5,high,169,1,0.0
U000586,30.82,0.0,0.0,6.4,0.0,2025-12-23,1,value,web,referral,2026-01-20,1,low,38,1,6.0
U000587,62.862,110.13,0.0,6.6,1.751932805192326,2025-10-25,1,value,web,search,2026-01-30,2,low,97,1,-4.0
U000588,0.0,0.0,0.0,6.6,,2025-05-29,2,value,mobile,search,2025-11-26,5,medium,246,0,61.0
U000589,10.412,0.0,0.0,6.6,0.0,2025-12-01,3,regular,mobile,search,2026-01-05,0,low,60,0,21.0
U000590,130.016,141.69,0.0,6.6,1.0897889490524244,2025-12-02,2,regular,mobile,organic,2026-01-30,1,medium,59,1,-4.0
U000591,35.628,0.0,0.0,6.6,0.0,2025-11-21,1,value,mobile,organic,2026-01-21,2,low,70,1,5.0
U000592,29.194,19.91,0.0,6.6,0.6819894498869631,2025-12-17,2,value,mobile,organic,2026-01-28,1,low,44,1,-2.0
U000593,118.49000000000001,101.27,0.0,6.4,0.8546712802768165,2025-07-04,1,regular,mobile,referral,2026-01-30,6,high,210,1,-4.0
U000594,30.0325,0.0,0.0,6.5,0.0,2026-01-05,3,value,web,organic,2026-01-24,1,low,25,1,2.0
U000595,121.64200000000001,107.56,0.0,6.6,0.8842340638924056,2025-07-24,1,regular,mobile,paid_social,2026-01-28,6,high,190,1,-2.0
U000596,213.47200000000004,221.84,0.0,6.6,1.0391995203117972,2025-11-22,2,premium,nan,search,2026-01-30,2,high,69,1,-4.0
U000597,0.0,0.0,0.0,6.6,,2025-09-27,2,regular,web,search,2025-12-03,1,medium,125,0,54.0
U000598,272.03,220.43,0.0,6.6,0.8103150387824873,2025-11-16,2,premium,web,referral,2026-01-30,2,high,75,1,-4.0
U000599,18.996,0.0,0.0,6.6,0.0,2025-10-09,2,regular,web,paid_social,2026-01-02,2,medium,113,0,24.0
U000600,101.148,53.150000000000006,0.0,6.4,0.5254676315893543,2025-10-13,3,regular,mobile,organic,2026-01-28,3,high,109,1,-2.0
U000601,73.398,100.35,0.0,6.6,1.367203466034497,2025-10-06,1,value,mobile,paid_social,2026-01-30,3,medium,116,1,-4.0
U000602,60.852,39.31,0.0,6.6,0.6459935581410636,2025-11-16,3,value,web,search,2026-01-30,2,low,75,1,-4.0
U000603,104.10999999999999,130.05,0.0,6.6,1.2491595427912787,2025-11-06,2,regular,mobile,search,2026-01-28,2,medium,85,1,-2.0
U000604,0.0,0.0,0.0,6.6,,2025-06-07,3,value,web,paid_social,2025-11-28,6,medium,237,0,59.0
U000605,189.55,203.05,0.0,6.6,1.0712213136375626,2025-11-28,3,premium,web,paid_social,2026-01-30,1,high,63,1,-4.0
U000606,92.35,40.65,0.0,6.4,0.4401732539252843,2025-09-16,3,regular,web,organic,2026-01-28,4,high,136,1,-2.0
U000607,187.35999999999999,134.70999999999998,0.0,6.6,0.7189901793339026,2025-07-25,1,premium,web,email,2026-01-30,6,high,189,1,-4.0
U000608,80.266,22.38,0.0,6.6,0.2788229138115765,2025-09-11,2,value,web,paid_social,2026-01-27,4,medium,141,1,-1.0
U000609,63.33,36.269999999999996,0.0,5.6,0.5727143533870204,2026-01-02,2,regular,web,paid_social,2026-01-28,1,low,28,1,-2.0
U000610,136.0,80.97999999999999,0.0,6.6,0.5954411764705881,2025-12-06,2,regular,web,organic,2026-01-28,0,medium,55,1,-2.0
U000611,69.282,74.94,0.0,6.6,1.0816662336537628,2025-11-30,2,value,web,organic,2026-01-29,1,low,61,1,-3.0
U000612,0.0,0.0,0.0,6.6,,2025-08-29,3,regular,mobile,search,2025-12-27,4,medium,154,0,30.0
U000613,0.0,0.0,0.0,6.6,,2025-11-17,3,regular,web,paid_social,2025-12-23,0,low,74,0,34.0
U000614,180.32,120.03,0.0,6.2,0.6656499556344277,2025-08-09,2,premium,web,search,2026-01-30,5,high,174,1,-4.0
U000615,0.0,0.0,0.0,6.6,,2025-10-24,2,regular,web,paid_social,2025-12-27,2,medium,98,0,30.0
U000616,29.286,0.0,0.0,6.6,0.0,2025-10-12,3,value,web,organic,2026-01-11,3,low,110,0,15.0
U000617,0.0,0.0,0.0,6.6,,2025-07-06,3,regular,web,paid_social,2025-11-07,3,medium,208,0,80.0
U000618,141.68,215.17000000000002,0.0,6.4,1.5187041219649915,2025-07-10,1,regular,web,referral,2026-01-30,6,high,204,1,-4.0
U000619,19.666,0.0,0.0,6.6,0.0,2025-05-20,2,value,mobile,paid_social,2026-01-15,8,medium,255,0,11.0
U000620,113.09200000000001,59.480000000000004,0.0,6.4,0.5259434796448909,2025-06-09,3,regular,mobile,paid_social,2026-01-27,7,high,235,1,-1.0
U000621,61.94199999999999,12.49,0.0,6.4,0.20164024409931874,2025-08-21,2,value,mobile,referral,2026-01-30,5,medium,162,1,-4.0
U000622,0.0,0.0,0.0,6.6,,2025-09-01,2,value,mobile,organic,2025-12-01,3,low,151,0,56.0
U000623,129.34,83.68,0.0,6.6,0.6469769599505181,2025-06-15,3,regular,web,paid_social,2026-01-29,7,high,229,1,-3.0
U000624,42.112,66.46,0.0,6.4,1.5781724924012155,2025-08-17,3,value,web,email,2026-01-29,5,medium,166,1,-3.0
U000625,97.37199999999999,212.63,0.0,6.6,2.1836873023045644,2025-10-03,3,regular,web,search,2026-01-30,3,high,119,1,-4.0
U000626,83.75399999999999,114.6,0.0,6.6,1.3682928576545599,2025-07-02,3,value,web,organic,2026-01-30,5,medium,212,1,-4.0
U000627,0.0,0.0,0.0,6.6,,2025-07-28,2,regular,web,email,2025-09-01,1,low,186,0,147.0
U000628,0.0,0.0,0.0,6.6,,2025-08-05,2,value,web,organic,2025-09-09,1,low,178,0,139.0
U000629,189.052,255.71,0.0,6.6,1.3525908215729008,2025-09-08,2,premium,mobile,organic,2026-01-30,4,high,144,1,-4.0
U000630,0.0,0.0,0.0,6.6,,2025-08-04,2,value,web,organic,2025-10-05,2,low,179,0,113.0
U000631,88.80799999999999,94.03999999999999,0.0,6.6,1.0589136113863615,2025-11-05,2,regular,web,search,2026-01-27,2,medium,86,1,-1.0
U000632,37.134,0.0,0.0,6.6,0.0,2025-07-26,2,value,mobile,search,2026-01-21,6,medium,188,1,5.0
U000633,0.0,0.0,0.0,6.6,,2025-08-21,2,value,web,search,2025-09-19,1,low,162,0,129.0
U000634,0.0,0.0,0.0,6.6,,2025-08-08,2,regular,mobile,email,2025-12-01,3,medium,175,0,56.0
U000635,82.50399999999999,50.65,0.0,6.6,0.6139096286240667,2025-06-19,2,regular,mobile,search,2026-01-30,7,high,225,1,-4.0
U000636,172.028,110.32,0.0,6.4,0.6412909526356174,2025-10-24,2,premium,mobile,search,2026-01-30,3,high,98,1,-4.0
